"","descriptive_colnames","colheaders_raw","colheaders_processed","FieldID","instance","array","Path","Category","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"199","concentration_of_small_vldl_particles_f23509_1_0","23509-1.0","f23509_1_0","23509","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Small VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Small VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23509"
"200","total_lipids_in_small_vldl_f23510_0_0","23510-0.0","f23510_0_0","23510","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23510"
"201","total_lipids_in_small_vldl_f23510_1_0","23510-1.0","f23510_1_0","23510","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23510"
"202","phospholipids_in_small_vldl_f23511_0_0","23511-0.0","f23511_0_0","23511","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23511"
"203","phospholipids_in_small_vldl_f23511_1_0","23511-1.0","f23511_1_0","23511","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23511"
"204","cholesterol_in_small_vldl_f23512_0_0","23512-0.0","f23512_0_0","23512","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23512"
"205","cholesterol_in_small_vldl_f23512_1_0","23512-1.0","f23512_1_0","23512","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23512"
"206","cholesteryl_esters_in_small_vldl_f23513_0_0","23513-0.0","f23513_0_0","23513","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23513"
"207","cholesteryl_esters_in_small_vldl_f23513_1_0","23513-1.0","f23513_1_0","23513","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23513"
"208","free_cholesterol_in_small_vldl_f23514_0_0","23514-0.0","f23514_0_0","23514","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23514"
"209","free_cholesterol_in_small_vldl_f23514_1_0","23514-1.0","f23514_1_0","23514","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23514"
"210","triglycerides_in_small_vldl_f23515_0_0","23515-0.0","f23515_0_0","23515","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23515"
"211","triglycerides_in_small_vldl_f23515_1_0","23515-1.0","f23515_1_0","23515","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23515"
"212","concentration_of_very_small_vldl_particles_f23516_0_0","23516-0.0","f23516_0_0","23516","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Small VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Small VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23516"
"213","concentration_of_very_small_vldl_particles_f23516_1_0","23516-1.0","f23516_1_0","23516","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Small VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Small VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23516"
"214","total_lipids_in_very_small_vldl_f23517_0_0","23517-0.0","f23517_0_0","23517","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23517"
"215","total_lipids_in_very_small_vldl_f23517_1_0","23517-1.0","f23517_1_0","23517","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23517"
"216","phospholipids_in_very_small_vldl_f23518_0_0","23518-0.0","f23518_0_0","23518","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23518"
"217","phospholipids_in_very_small_vldl_f23518_1_0","23518-1.0","f23518_1_0","23518","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23518"
"218","cholesterol_in_very_small_vldl_f23519_0_0","23519-0.0","f23519_0_0","23519","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23519"
"219","cholesterol_in_very_small_vldl_f23519_1_0","23519-1.0","f23519_1_0","23519","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23519"
"220","cholesteryl_esters_in_very_small_vldl_f23520_0_0","23520-0.0","f23520_0_0","23520","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23520"
"221","cholesteryl_esters_in_very_small_vldl_f23520_1_0","23520-1.0","f23520_1_0","23520","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23520"
"222","free_cholesterol_in_very_small_vldl_f23521_0_0","23521-0.0","f23521_0_0","23521","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23521"
"223","free_cholesterol_in_very_small_vldl_f23521_1_0","23521-1.0","f23521_1_0","23521","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23521"
"224","triglycerides_in_very_small_vldl_f23522_0_0","23522-0.0","f23522_0_0","23522","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23522"
"225","triglycerides_in_very_small_vldl_f23522_1_0","23522-1.0","f23522_1_0","23522","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Small VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Small VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very small VLDL (average diameter 31.3 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23522"
"226","concentration_of_idl_particles_f23523_0_0","23523-0.0","f23523_0_0","23523","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of IDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of IDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23523"
"227","concentration_of_idl_particles_f23523_1_0","23523-1.0","f23523_1_0","23523","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of IDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of IDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23523"
"228","total_lipids_in_idl_f23524_0_0","23524-0.0","f23524_0_0","23524","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23524"
"229","total_lipids_in_idl_f23524_1_0","23524-1.0","f23524_1_0","23524","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23524"
"230","phospholipids_in_idl_f23525_0_0","23525-0.0","f23525_0_0","23525","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23525"
"231","phospholipids_in_idl_f23525_1_0","23525-1.0","f23525_1_0","23525","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23525"
"232","cholesterol_in_idl_f23526_0_0","23526-0.0","f23526_0_0","23526","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23526"
"233","cholesterol_in_idl_f23526_1_0","23526-1.0","f23526_1_0","23526","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23526"
"234","cholesteryl_esters_in_idl_f23527_0_0","23527-0.0","f23527_0_0","23527","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23527"
"235","cholesteryl_esters_in_idl_f23527_1_0","23527-1.0","f23527_1_0","23527","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23527"
"236","free_cholesterol_in_idl_f23528_0_0","23528-0.0","f23528_0_0","23528","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23528"
"237","free_cholesterol_in_idl_f23528_1_0","23528-1.0","f23528_1_0","23528","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23528"
"238","triglycerides_in_idl_f23529_0_0","23529-0.0","f23529_0_0","23529","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23529"
"239","triglycerides_in_idl_f23529_1_0","23529-1.0","f23529_1_0","23529","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in IDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in IDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: IDL (average diameter 28.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23529"
"240","concentration_of_large_ldl_particles_f23530_0_0","23530-0.0","f23530_0_0","23530","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23530"
"241","concentration_of_large_ldl_particles_f23530_1_0","23530-1.0","f23530_1_0","23530","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23530"
"242","total_lipids_in_large_ldl_f23531_0_0","23531-0.0","f23531_0_0","23531","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23531"
"243","total_lipids_in_large_ldl_f23531_1_0","23531-1.0","f23531_1_0","23531","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23531"
"244","phospholipids_in_large_ldl_f23532_0_0","23532-0.0","f23532_0_0","23532","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23532"
"245","phospholipids_in_large_ldl_f23532_1_0","23532-1.0","f23532_1_0","23532","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23532"
"246","cholesterol_in_large_ldl_f23533_0_0","23533-0.0","f23533_0_0","23533","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23533"
"247","cholesterol_in_large_ldl_f23533_1_0","23533-1.0","f23533_1_0","23533","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23533"
"248","cholesteryl_esters_in_large_ldl_f23534_0_0","23534-0.0","f23534_0_0","23534","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23534"
"249","cholesteryl_esters_in_large_ldl_f23534_1_0","23534-1.0","f23534_1_0","23534","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23534"
"250","free_cholesterol_in_large_ldl_f23535_0_0","23535-0.0","f23535_0_0","23535","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23535"
"251","free_cholesterol_in_large_ldl_f23535_1_0","23535-1.0","f23535_1_0","23535","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23535"
"252","triglycerides_in_large_ldl_f23536_0_0","23536-0.0","f23536_0_0","23536","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23536"
"253","triglycerides_in_large_ldl_f23536_1_0","23536-1.0","f23536_1_0","23536","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large LDL (average diameter 25.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23536"
"254","concentration_of_medium_ldl_particles_f23537_0_0","23537-0.0","f23537_0_0","23537","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23537"
"255","concentration_of_medium_ldl_particles_f23537_1_0","23537-1.0","f23537_1_0","23537","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium LDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium LDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23537"
"256","total_lipids_in_medium_ldl_f23538_0_0","23538-0.0","f23538_0_0","23538","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23538"
"257","total_lipids_in_medium_ldl_f23538_1_0","23538-1.0","f23538_1_0","23538","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium LDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium LDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium LDL (average diameter 23 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23538"
